,Skills Required,count,Scrape Date,Job Title,Company,Location,Date Posted,Experience Level,Job Type,Work Type,Job Link,City,State,Job Category,Day Posted,Salary_Definite
4012,"PyTorch, R",172,2025-02-18,AI/ML Lead,seer,"Sunnyvale, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147845267?position=15&pageNum=0&refId=q9CADUzoayn4vxSJiLN0oA%3D%3D&trackingId=PrtqqdrrfDA8l%2BN16nEkCQ%3D%3D,Sunnyvale,CA,AI/ML,Sunday,153000.0
4013,"PyTorch, R",172,2025-02-18,AI/ML Lead,Seer,San Francisco Bay Area,2025-02-05,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4144343604?position=52&pageNum=0&refId=q9CADUzoayn4vxSJiLN0oA%3D%3D&trackingId=mdN%2Fqmr4znstQP4k1OpZIg%3D%3D,San Francisco Bay Area,,AI/ML,Wednesday,146000.0
4014,"PyTorch, R",172,2025-02-18,AI/ML Lead,Seer,San Francisco Bay Area,2025-02-05,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4144343604?position=5&pageNum=5&refId=VreYPBMrDFHcK1DUb1ebtQ%3D%3D&trackingId=%2BolZrQC0xEjMRGcePwj6kA%3D%3D,San Francisco Bay Area,,AI/ML,Wednesday,113000.0
4015,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Sonoma, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147846212?position=2&pageNum=0&refId=tbmSFGO3sNNKUFWlKETtgg%3D%3D&trackingId=zB1EeuFXpj4AnaE5KGY7BA%3D%3D,Sonoma,CA,AI/ML,Sunday,115000.0
4018,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Sonoma, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147846212?position=2&pageNum=0&refId=6GgzB2Zwhe8zA8idXDmlrA%3D%3D&trackingId=kYf4QdTfz26fl86NDVVAng%3D%3D,Sonoma,CA,AI/ML,Sunday,159000.0
4019,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Fremont, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147845230?position=5&pageNum=0&refId=6GgzB2Zwhe8zA8idXDmlrA%3D%3D&trackingId=GkxcWdUymnS0OmobUGD9mQ%3D%3D,Fremont,CA,AI/ML,Sunday,113000.0
4020,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Santa Clara, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147839959?position=6&pageNum=0&refId=6GgzB2Zwhe8zA8idXDmlrA%3D%3D&trackingId=8iidm4dCvAqXIygPA0bLcw%3D%3D,Santa Clara,CA,AI/ML,Sunday,141000.0
4021,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Santa Rosa, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147841628?position=9&pageNum=0&refId=6GgzB2Zwhe8zA8idXDmlrA%3D%3D&trackingId=2HEkAwupLENiRAFZRKj71A%3D%3D,Santa Rosa,CA,AI/ML,Sunday,138000.0
4022,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"San Mateo, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147847034?position=11&pageNum=0&refId=6GgzB2Zwhe8zA8idXDmlrA%3D%3D&trackingId=bdrXARxj0ec7JToiPQRBzg%3D%3D,San Mateo,CA,AI/ML,Sunday,148000.0
4023,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"San Jose, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147843568?position=12&pageNum=0&refId=6GgzB2Zwhe8zA8idXDmlrA%3D%3D&trackingId=6RnaFBSZRyaTANqsN8TLtw%3D%3D,San Jose,CA,AI/ML,Sunday,118000.0
4024,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Hayward, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147842560?position=16&pageNum=0&refId=6GgzB2Zwhe8zA8idXDmlrA%3D%3D&trackingId=TYXBLJMAyVX8AbtYgXgjjg%3D%3D,Hayward,CA,AI/ML,Sunday,124000.0
4025,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Alameda, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147846274?position=18&pageNum=0&refId=6GgzB2Zwhe8zA8idXDmlrA%3D%3D&trackingId=wtH77RbVp7Ier9%2BJJ5Y1xw%3D%3D,Alameda,CA,AI/ML,Sunday,112000.0
4026,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Sunnyvale, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147845267?position=19&pageNum=0&refId=6GgzB2Zwhe8zA8idXDmlrA%3D%3D&trackingId=oC6pGGAsloctmHV3VGE1dg%3D%3D,Sunnyvale,CA,AI/ML,Sunday,120000.0
4027,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Sonoma, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147846212?position=2&pageNum=0&refId=E3mffCs3lwMciLJvyqZSKQ%3D%3D&trackingId=0ARxs0GQktYtrQgvYnJCNA%3D%3D,Sonoma,CA,AI/ML,Sunday,123000.0
4028,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Santa Clara, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147839959?position=5&pageNum=0&refId=E3mffCs3lwMciLJvyqZSKQ%3D%3D&trackingId=JSg%2Fl9rd8iFhor9vfmVTDw%3D%3D,Santa Clara,CA,AI/ML,Sunday,101000.0
4029,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Fremont, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147845230?position=6&pageNum=0&refId=E3mffCs3lwMciLJvyqZSKQ%3D%3D&trackingId=lbYX8k1jeTdkQVwHTxdAQw%3D%3D,Fremont,CA,AI/ML,Sunday,109000.0
4030,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Santa Rosa, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147841628?position=7&pageNum=0&refId=E3mffCs3lwMciLJvyqZSKQ%3D%3D&trackingId=GLRa%2BjFS3zUvtw4UM0DhwA%3D%3D,Santa Rosa,CA,AI/ML,Sunday,117000.0
4031,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"San Jose, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147843568?position=12&pageNum=0&refId=E3mffCs3lwMciLJvyqZSKQ%3D%3D&trackingId=tvfxyjgBPiTHpoiqK5QL6w%3D%3D,San Jose,CA,AI/ML,Sunday,147000.0
4032,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Sunnyvale, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147845267?position=24&pageNum=0&refId=E3mffCs3lwMciLJvyqZSKQ%3D%3D&trackingId=01yv%2BnFm2a%2FDy%2FpbrwIbZA%3D%3D,Sunnyvale,CA,AI/ML,Sunday,100000.0
4033,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Sonoma, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147846212?position=4&pageNum=0&refId=EtwQLqtmadffvyMOVW0Ylg%3D%3D&trackingId=sdoWx8gCQWdA2DaNzwHRJQ%3D%3D,Sonoma,CA,AI/ML,Sunday,137000.0
4034,"PyTorch, R",172,2025-02-19,AI/ML Lead,seer,"Fremont, CA",2025-02-09,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-lead-at-seer-4147845230?position=6&pageNum=0&refId=EtwQLqtmadffvyMOVW0Ylg%3D%3D&trackingId=TLBYjD0r%2BJvDy3%2Ft77Y%2BMA%3D%3D,Fremont,CA,AI/ML,Sunday,150000.0
