,Skills Required,count,Scrape Date,Job Title,Company,Location,Date Posted,Experience Level,Job Type,Work Type,Job Link,City,State,Job Category,Day Posted,Salary_Definite
5937,"Python, TensorFlow, PyTorch, NLP, R",46,2025-04-09,Artificial Intelligence Engineer,Macrosoft,United States,2025-04-09,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-macrosoft-4205080319?position=10&pageNum=12&refId=9PA2c9TkBQrnozaDaClykg%3D%3D&trackingId=Syy%2BxIluovvSL1Z6Ys4T9A%3D%3D,Charleston,SC,Engineer,Wednesday,190000.0
5938,"Python, TensorFlow, PyTorch, NLP, R",46,2025-04-09,Artificial Intelligence Engineer,Macrosoft,United States,2025-04-09,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-macrosoft-4205080319?position=9&pageNum=12&refId=Ni9gfSfEnCkGbAOsbhtryQ%3D%3D&trackingId=l9fL6g9Tu2S4i9jSZ1Pspg%3D%3D,Chandler,AZ,Engineer,Wednesday,149000.0
5939,"NLP, R, Machine Learning",42,2025-02-18,AI Training Specialist,IntouchCX,"Jal, NM",2025-02-08,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-training-specialist-at-intouchcx-4147221059?position=8&pageNum=12&refId=cvIRO4L9OjkaXkP6q62jPw%3D%3D&trackingId=YeUKOYcGOhzOHChwOWrQkA%3D%3D,Jal,NM,AI/ML,Saturday,149000.0
5940,"NLP, R, Machine Learning",42,2025-02-18,AI Training Specialist,IntouchCX,"Jal, NM",2025-02-08,Senior Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-training-specialist-at-intouchcx-4147221059?position=8&pageNum=15&refId=DChbcqXW7taweibgiIGR5w%3D%3D&trackingId=H%2FFWNdSRYKM1w58Qg9A5tw%3D%3D,Jal,NM,AI/ML,Saturday,148000.0
5941,"NLP, R, Machine Learning",42,2025-02-19,Artificial Intelligence Engineer,Frontier Foundry,"St Louis, MO",2025-02-19,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4158684748?position=9&pageNum=0&refId=E3mffCs3lwMciLJvyqZSKQ%3D%3D&trackingId=jKKcsugG1NlUeazTG0A6VA%3D%3D,St Louis,MO,Engineer,Wednesday,175000.0
5942,"NLP, R, Machine Learning",42,2025-02-19,Artificial Intelligence Engineer,Frontier Foundry,"New York, NY",2025-02-19,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4158688263?position=10&pageNum=0&refId=E3mffCs3lwMciLJvyqZSKQ%3D%3D&trackingId=j6IMGBVXt21PyhYjRVzZZw%3D%3D,New York,NY,Engineer,Wednesday,187000.0
5943,"NLP, R, Machine Learning",42,2025-02-19,Artificial Intelligence Engineer,Frontier Foundry,"New York, NY",2025-02-19,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4158688263?position=11&pageNum=0&refId=EtwQLqtmadffvyMOVW0Ylg%3D%3D&trackingId=70VxnEAJiuxN59QisfJAHA%3D%3D,New York,NY,Engineer,Wednesday,186000.0
5944,"NLP, R, Machine Learning",42,2025-02-19,Artificial Intelligence Engineer,Frontier Foundry,"St Louis, MO",2025-02-19,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4158684748?position=12&pageNum=0&refId=EtwQLqtmadffvyMOVW0Ylg%3D%3D&trackingId=eZTqVaaP6oE%2Fyp%2Bz%2BrQheg%3D%3D,St Louis,MO,Engineer,Wednesday,192000.0
5945,"NLP, R, Machine Learning",42,2025-02-19,Artificial Intelligence Engineer,Frontier Foundry,"St Louis, MO",2025-02-19,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4158684748?position=23&pageNum=0&refId=Ai8X%2FlVHVtef%2BKH%2BkaYu0Q%3D%3D&trackingId=S0O6qcDNWlUnQjwiS97%2Beg%3D%3D,St Louis,MO,Engineer,Wednesday,198000.0
5946,"NLP, R, Machine Learning",42,2025-02-19,Artificial Intelligence Engineer,Frontier Foundry,"New York, NY",2025-02-19,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4158688263?position=30&pageNum=0&refId=Ai8X%2FlVHVtef%2BKH%2BkaYu0Q%3D%3D&trackingId=8DHmk%2BzYfbuYClTt8yhl2w%3D%3D,New York,NY,Engineer,Wednesday,146000.0
5947,"NLP, R, Machine Learning",42,2025-02-19,Artificial Intelligence Engineer,Frontier Foundry,"New York, NY",2025-02-19,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4158688263?position=5&pageNum=2&refId=gfKxBWgsr9jEMuf6aWF9KA%3D%3D&trackingId=BhlclbNaBzvjUMsYV95Tcg%3D%3D,New York,NY,Engineer,Wednesday,144000.0
5948,"NLP, R, Machine Learning",42,2025-02-21,Vice President of Artificial Intelligence,BlockTal,"Seattle, WA",2025-02-21,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/vice-president-of-artificial-intelligence-at-blocktal-4159666207?position=7&pageNum=10&refId=reZF8HYlSRH1iqg3lV5tBA%3D%3D&trackingId=8e0SrbsRhow%2BXsqugDgQwQ%3D%3D,Seattle,WA,Other,Friday,145000.0
5949,"NLP, R, Machine Learning",42,2025-02-24,Artificial Intelligence Engineer,Frontier Foundry,"Washington, DC",2025-02-24,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4167197153?position=47&pageNum=0&refId=uBJ5vZw%2Fj6GmtbutbF7zYQ%3D%3D&trackingId=q5HkwVmCMJ%2B7y78erpk8Ng%3D%3D,Washington,DC,Engineer,Monday,200000.0
5950,"NLP, R, Machine Learning",42,2025-02-26,Artificial Intelligence Engineer,Frontier Foundry,"St Louis, MO",2025-02-24,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4167193552?position=30&pageNum=0&refId=W5XDf2T5uCFw%2BqtvDpiUmw%3D%3D&trackingId=yolZv3rN6eE2QMOaPNIfbQ%3D%3D,St Louis,MO,Engineer,Monday,208000.0
5951,"NLP, R, Machine Learning",42,2025-02-26,Artificial Intelligence Engineer,Frontier Foundry,"New York, NY",2025-02-24,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4167195439?position=36&pageNum=0&refId=W5XDf2T5uCFw%2BqtvDpiUmw%3D%3D&trackingId=imcXkUHnAd8zR%2Ff9Kc7WIQ%3D%3D,New York,NY,Engineer,Monday,155000.0
5952,"NLP, R, Machine Learning",42,2025-02-26,Artificial Intelligence Engineer,Frontier Foundry,"Washington, DC",2025-02-24,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4167197153?position=47&pageNum=0&refId=W5XDf2T5uCFw%2BqtvDpiUmw%3D%3D&trackingId=HjrBqQKYeMl4DhCNONVCvw%3D%3D,Washington,DC,Engineer,Monday,161000.0
5953,"NLP, R, Machine Learning",42,2025-02-26,Artificial Intelligence Engineer,Frontier Foundry,"St Louis, MO",2025-02-24,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4167193552?position=5&pageNum=2&refId=NhZGk6hg8teMiATqBlgOmw%3D%3D&trackingId=PufqQBrTFFwmQP9T4ctXkQ%3D%3D,St Louis,MO,Engineer,Monday,207000.0
5954,"NLP, R, Machine Learning",42,2025-02-26,Artificial Intelligence Engineer,Frontier Foundry,"St Louis, MO",2025-02-24,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4167193552?position=37&pageNum=0&refId=6pWGjt5ZO6ZE5hSJi%2BdvtQ%3D%3D&trackingId=Z0dmL9nGTNUJr6ICzlqGlg%3D%3D,St Louis,MO,Engineer,Monday,151000.0
5955,"NLP, R, Machine Learning",42,2025-02-26,Artificial Intelligence Engineer,Frontier Foundry,"New York, NY",2025-02-24,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4167195439?position=41&pageNum=0&refId=6pWGjt5ZO6ZE5hSJi%2BdvtQ%3D%3D&trackingId=5ub7rSv65X8vtczK7Fpe5A%3D%3D,New York,NY,Engineer,Monday,166000.0
5956,"NLP, R, Machine Learning",42,2025-02-26,Artificial Intelligence Engineer,Frontier Foundry,"Washington, DC",2025-02-24,Senior Level,Full-time,Remote,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4167197153?position=1&pageNum=5&refId=oibbh7RRkukEwMsBIuqsRA%3D%3D&trackingId=YAZjooLNdcfXFf6LsSLObA%3D%3D,Washington,DC,Engineer,Monday,168000.0
5957,"NLP, R, Machine Learning",42,2025-03-05,AI Engineer,Alma,San Francisco Bay Area,2025-03-04,Entry Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/ai-engineer-at-alma-4172663254?position=20&pageNum=0&refId=dTR0qTGcj%2FbaN4WIJiJ5Qg%3D%3D&trackingId=t2lFoey3XRXSl%2Fxebubk5Q%3D%3D,San Francisco Bay Area,,AI/ML,Tuesday,89000.0
5958,"NLP, R, Machine Learning",42,2025-03-05,AI Engineer,Alma,San Francisco Bay Area,2025-03-04,Entry Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/ai-engineer-at-alma-4172663254?position=23&pageNum=0&refId=gSZg4xiM3NvvSLRLf%2FEBgw%3D%3D&trackingId=XvuEB3XrarinfHFHjBy%2Bzw%3D%3D,San Francisco Bay Area,,AI/ML,Tuesday,104000.0
5959,"NLP, R, Machine Learning",42,2025-03-05,AI ML Engineer,Pozent Corporation,"Princeton, NJ",2025-03-05,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-pozent-corporation-4174305233?position=39&pageNum=0&refId=gSZg4xiM3NvvSLRLf%2FEBgw%3D%3D&trackingId=PiCNGTZUXiKj1QNaMhIzWQ%3D%3D,Princeton,NJ,AI/ML,Wednesday,155000.0
5960,"NLP, R, Machine Learning",42,2025-03-11,AI ML Engineer,Pozent Corporation,"Princeton, NJ",2025-03-05,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-pozent-corporation-4174305233?position=7&pageNum=10&refId=KChaXzh%2FQ7Pxm22LJTXk7A%3D%3D&trackingId=cqQBznqfKKIaPuHA7W4Nlw%3D%3D,Princeton,NJ,AI/ML,Wednesday,128000.0
5961,"NLP, R, Machine Learning",42,2025-03-12,AI ML Engineer,Pozent Corporation,"Princeton, NJ",2025-03-05,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-pozent-corporation-4174305233?position=56&pageNum=0&refId=9zlvAgw%2FIUkJQpQHoi3fig%3D%3D&trackingId=yuMhg4q5ANzS6EyLqxk5Vg%3D%3D,Princeton,NJ,AI/ML,Wednesday,155000.0
5962,"NLP, R, Machine Learning",42,2025-03-12,AI ML Engineer,Pozent Corporation,"Princeton, NJ",2025-03-05,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-pozent-corporation-4174305233?position=6&pageNum=5&refId=%2BDA4szaw0b7Q9RND%2F0nI2g%3D%3D&trackingId=7CkPP9BwXE%2FTdTlJvq2Etg%3D%3D,Princeton,NJ,AI/ML,Wednesday,152000.0
5963,"NLP, R, Machine Learning",42,2025-03-13,Artificial Intelligence Engineer,Médina,"Beverly Hills, CA",2025-03-13,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-m%C3%A9dina-4181241306?position=9&pageNum=7&refId=pJ15UFUPRoaXXtKF%2FKX%2BNA%3D%3D&trackingId=D9Gcjo%2FKGqsPJD1K3VibMQ%3D%3D,Beverly Hills,CA,Engineer,Thursday,144000.0
5964,"NLP, R, Machine Learning",42,2025-03-13,AI ML Engineer,Pozent Corporation,"Princeton, NJ",2025-03-05,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-pozent-corporation-4174305233?position=1&pageNum=7&refId=JGsK4I6GTKKB5%2FiVlw0Mvw%3D%3D&trackingId=3moPYtDfETV3tHPNUo561Q%3D%3D,Princeton,NJ,AI/ML,Wednesday,122000.0
5965,"NLP, R, Machine Learning",42,2025-03-15,AI ML Engineer,Pozent Corporation,"Princeton, NJ",2025-03-05,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-pozent-corporation-4174305233?position=44&pageNum=0&refId=v2DfFlWUm7wgaaka395CCw%3D%3D&trackingId=8F5A19%2BQanjEcrPmol%2FBgQ%3D%3D,Princeton,NJ,AI/ML,Wednesday,123000.0
5966,"NLP, R, Machine Learning",42,2025-03-16,AI ML Engineer,Pozent Corporation,"Princeton, NJ",2025-03-05,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-pozent-corporation-4174305233?position=41&pageNum=0&refId=aMpuycOQ71HTMe6rU%2BpMnw%3D%3D&trackingId=%2FkQT91iboXOUterfPx24vw%3D%3D,Princeton,NJ,AI/ML,Wednesday,104000.0
5967,"NLP, R, Machine Learning",42,2025-03-18,AI ML Engineer,Pozent Corporation,"Princeton, NJ",2025-03-05,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-pozent-corporation-4174305233?position=19&pageNum=0&refId=tmkffeo0OuH%2B5J%2FazNp2hw%3D%3D&trackingId=M2GSTdiandeyiFtLOUojYQ%3D%3D,Princeton,NJ,AI/ML,Wednesday,123000.0
5968,"NLP, R, Machine Learning",42,2025-03-19,AI ML Engineer,Pozent Corporation,"Princeton, NJ",2025-03-05,Mid Level,Not Specified,Remote,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-pozent-corporation-4174305233?position=5&pageNum=7&refId=RjjnqHyLgllYRXkKtFfBOA%3D%3D&trackingId=EuAVWGcS9%2FwSnzs%2FXWKMSA%3D%3D,Princeton,NJ,AI/ML,Wednesday,104000.0
5969,"NLP, R, Machine Learning",42,2025-03-26,"AI Researcher, Core ML",Together AI,"San Francisco, CA",2025-03-26,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/ai-researcher-core-ml-at-together-ai-3959593877?position=6&pageNum=10&refId=moylDt820xYf5SQyo8wllg%3D%3D&trackingId=iRS993sBGRi6nds6K%2BLq8g%3D%3D,San Francisco,CA,AI/ML,Wednesday,151000.0
5970,"NLP, R, Machine Learning",42,2025-04-08,Machine Learning Engineer,Berkley Hunt,San Francisco Bay Area,2025-04-07,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-berkley-hunt-4203404200?position=2&pageNum=12&refId=GURDwT0cr8ZgDjSd8xRgdw%3D%3D&trackingId=QFS3LDxZDPoyyx1xFaHGYA%3D%3D,San Francisco Bay Area,,AI/ML,Monday,186000.0
5971,"NLP, R, Machine Learning",42,2025-04-09,Machine Learning Engineer,Berkley Hunt,San Francisco Bay Area,2025-04-07,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-berkley-hunt-4203404200?position=2&pageNum=15&refId=dI4pvkQFpOOn839ZoI6qiw%3D%3D&trackingId=O2TxCD4lpYmTCT58Fl1SIw%3D%3D,San Francisco Bay Area,,AI/ML,Monday,145000.0
5972,"NLP, R, Machine Learning",42,2025-04-09,Machine Learning Engineer,Berkley Hunt,San Francisco Bay Area,2025-04-07,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-berkley-hunt-4203404200?position=10&pageNum=15&refId=1NG9hzRHIyyl%2FP4O%2FcAv6Q%3D%3D&trackingId=trM1SyhHVzfBWtuAkW9IBQ%3D%3D,San Francisco Bay Area,,AI/ML,Monday,141000.0
5973,"NLP, R, Machine Learning",42,2025-04-17,Founding AI / ML Lead,Confido,"New York, NY",2025-04-14,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/founding-ai-ml-lead-at-confido-4207915488?position=46&pageNum=0&refId=Ngybv%2BkJpQ6ujgZwInvehw%3D%3D&trackingId=R3f5e5%2B7Cyz6fnRo5wPAKg%3D%3D,New York,NY,AI/ML,Monday,147000.0
5974,"NLP, R, Machine Learning",42,2025-04-17,Founding AI / ML Lead,Confido,"New York, NY",2025-04-14,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/founding-ai-ml-lead-at-confido-4207915488?position=45&pageNum=0&refId=RQ699k6ZaFq4T%2FlNp%2F6JVQ%3D%3D&trackingId=PG2tY1oyY%2BLeqxpDe25IXw%3D%3D,New York,NY,AI/ML,Monday,173000.0
5975,"NLP, R, Machine Learning",42,2025-04-17,Founding AI / ML Lead,Confido,"New York, NY",2025-04-14,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/founding-ai-ml-lead-at-confido-4207915488?position=45&pageNum=0&refId=rm8yxrvUBqkUJbGsCzF2PQ%3D%3D&trackingId=lujmfeH7vuT%2FAbd7OF2Gjw%3D%3D,New York,NY,AI/ML,Monday,154000.0
5976,"NLP, R, Machine Learning",42,2025-04-17,Founding AI / ML Lead,Confido,"New York, NY",2025-04-14,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/founding-ai-ml-lead-at-confido-4207915488?position=44&pageNum=0&refId=QG0geO3uZQppOvxNxkQUrA%3D%3D&trackingId=nnM4WmKfPXwr0z%2FGmo2Bmg%3D%3D,New York,NY,AI/ML,Monday,186000.0
5977,"NLP, R, Machine Learning",42,2025-04-17,Founding AI / ML Lead,Confido,"New York, NY",2025-04-14,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/founding-ai-ml-lead-at-confido-4207915488?position=51&pageNum=0&refId=y2QNzKdGK0RzmEnPM5gx7w%3D%3D&trackingId=wLwx7mssbXMaSbvrReo6QQ%3D%3D,New York,NY,AI/ML,Monday,192000.0
5978,"NLP, R, Machine Learning",42,2025-04-17,Founding AI / ML Lead,Confido,"New York, NY",2025-04-14,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/founding-ai-ml-lead-at-confido-4207915488?position=1&pageNum=5&refId=SOHWA%2FOLU0YWCFy3M6740w%3D%3D&trackingId=ukvpzMitLGH%2FNimYoKxXyw%3D%3D,New York,NY,AI/ML,Monday,167000.0
5979,"NLP, R, Machine Learning",42,2025-04-18,Founding AI / ML Lead,Confido,"New York, NY",2025-04-14,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/founding-ai-ml-lead-at-confido-4207915488?position=52&pageNum=0&refId=gyt9PEBODXbMg4KynksRXA%3D%3D&trackingId=X%2FHPB3NUSfPqzYnQbNp3GQ%3D%3D,New York,NY,AI/ML,Monday,201000.0
5980,"NLP, R, Machine Learning",42,2025-04-18,Founding AI / ML Lead,Confido,"New York, NY",2025-04-14,Senior Level,Not Specified,On-site,https://www.linkedin.com/jobs/view/founding-ai-ml-lead-at-confido-4207915488?position=2&pageNum=5&refId=fXfLhDyCgf10fZRC27xi7Q%3D%3D&trackingId=vjjg3quxPgbtHw3QHd4l%2Fw%3D%3D,New York,NY,AI/ML,Monday,202000.0
5981,"Python, TensorFlow, R, Machine Learning",39,2025-02-17,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=8&pageNum=0&refId=h%2B%2FXezNyMVf%2Fn0Qw2miGSw%3D%3D&trackingId=Fp5ld8GWnlD8S3Kt%2F0HbtQ%3D%3D,Franklin,TN,Data Scientist,Thursday,146000.0
5982,"Python, TensorFlow, R, Machine Learning",39,2025-02-17,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=8&pageNum=0&refId=WEe0Q2i%2FUHNl8X7CwVExYg%3D%3D&trackingId=x%2BQVbHp5Qc6aiXJzNym1rA%3D%3D,West Chester,OH,Data Scientist,Thursday,177000.0
5983,"Python, TensorFlow, R, Machine Learning",39,2025-02-17,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=10&pageNum=0&refId=QDm78NduroOmPhOicxnqWg%3D%3D&trackingId=Fvc81%2FMSXDSBOQD2w6uWvw%3D%3D,Wichita,KS,Data Scientist,Thursday,192000.0
5984,"Python, TensorFlow, R, Machine Learning",39,2025-02-17,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=8&pageNum=0&refId=h8eywf9XjE4nof3%2FuubcMQ%3D%3D&trackingId=fw2RyaEj0drLxSSeVheI3g%3D%3D,Norfolk,VA,Data Scientist,Thursday,176000.0
5985,"Python, TensorFlow, R, Machine Learning",39,2025-02-17,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=10&pageNum=0&refId=YQjeJ2PbNYJjIT1MUQqilQ%3D%3D&trackingId=Y1VM1gSj6E%2Fc2FUfG3%2BNlg%3D%3D,Laguna Hills,CA,Data Scientist,Thursday,167000.0
5986,"Python, TensorFlow, R, Machine Learning",39,2025-02-18,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=11&pageNum=0&refId=4D5WnsGk0zd85JtA5gD4zg%3D%3D&trackingId=Dv87R5PGvYNR0xK2aMDl2A%3D%3D,Clarksville,TN,Data Scientist,Thursday,197000.0
5987,"Python, TensorFlow, R, Machine Learning",39,2025-02-18,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=9&pageNum=0&refId=8N8NFhOXeifv4GIvhKJwNg%3D%3D&trackingId=V3AD27LOmUJy0UYwoBcisQ%3D%3D,Durham,NC,Data Scientist,Thursday,207000.0
5988,"Python, TensorFlow, R, Machine Learning",39,2025-02-18,AI Engineer,Luigi's Box,United States,2025-02-18,Senior Level,Contract,Remote,https://www.linkedin.com/jobs/view/ai-engineer-at-luigi-s-box-4154003669?position=17&pageNum=0&refId=8N8NFhOXeifv4GIvhKJwNg%3D%3D&trackingId=i0teXd5zvPLzeFieaF8jow%3D%3D,Eugene,OR,AI/ML,Tuesday,175000.0
5989,"Python, TensorFlow, R, Machine Learning",39,2025-02-18,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=9&pageNum=0&refId=ZooJ34xwZiQM4K4eSzPbSw%3D%3D&trackingId=z0gTaK0H7ZpdoedyHB%2FiEg%3D%3D,Henderson,NV,Data Scientist,Thursday,184000.0
5990,"Python, TensorFlow, R, Machine Learning",39,2025-02-18,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=9&pageNum=0&refId=q9CADUzoayn4vxSJiLN0oA%3D%3D&trackingId=qEJibE9FVSJF9zJw3ie5XQ%3D%3D,Newark,CA,Data Scientist,Thursday,192000.0
5991,"Python, TensorFlow, R, Machine Learning",39,2025-02-19,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=10&pageNum=0&refId=6GgzB2Zwhe8zA8idXDmlrA%3D%3D&trackingId=CyAJIj9gz1eU8C3oFeBbFg%3D%3D,New Orleans,LA,Data Scientist,Thursday,166000.0
5992,"Python, TensorFlow, R, Machine Learning",39,2025-02-19,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=9&pageNum=0&refId=Ai8X%2FlVHVtef%2BKH%2BkaYu0Q%3D%3D&trackingId=H7fI8PyPfzSa3myks4MMBg%3D%3D,Sterling,VA,Data Scientist,Thursday,209000.0
5994,"Python, TensorFlow, R, Machine Learning",39,2025-02-21,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=4&pageNum=0&refId=GwMs4We%2FEhieDee7C1uESQ%3D%3D&trackingId=QLuvv6Pek2Z%2Fe0zZ%2FcuLxg%3D%3D,Fort Collins,CO,Data Scientist,Thursday,177000.0
5995,"Python, TensorFlow, R, Machine Learning",39,2025-02-23,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=4&pageNum=0&refId=goqOGnGunnS4CC%2Bn7Qbufg%3D%3D&trackingId=oGw6a634FQKhoGU6ALp4Lw%3D%3D,Roanoke,VA,Data Scientist,Thursday,168000.0
5996,"Python, TensorFlow, R, Machine Learning",39,2025-02-24,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=3&pageNum=0&refId=uBJ5vZw%2Fj6GmtbutbF7zYQ%3D%3D&trackingId=b%2Fambu75Vdxw8imGUOATag%3D%3D,Delaware,OH,Data Scientist,Thursday,175000.0
5997,"Python, TensorFlow, R, Machine Learning",39,2025-02-26,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=6&pageNum=0&refId=W5XDf2T5uCFw%2BqtvDpiUmw%3D%3D&trackingId=O06%2FtPqCKeddP%2FtKXwNLDw%3D%3D,Murfreesboro,TN,Data Scientist,Thursday,192000.0
5998,"Python, TensorFlow, R, Machine Learning",39,2025-02-26,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=6&pageNum=0&refId=6pWGjt5ZO6ZE5hSJi%2BdvtQ%3D%3D&trackingId=zqyqUXVc76pi6FI%2BavWO0Q%3D%3D,Fort Collins,CO,Data Scientist,Thursday,149000.0
6000,"Python, TensorFlow, R, Machine Learning",39,2025-02-28,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=6&pageNum=0&refId=Fz8iW7l0jCUWjMQ4D8SF5w%3D%3D&trackingId=tcoeO26H%2F1vNbSX7af%2BcgQ%3D%3D,Indiana,IN,Data Scientist,Thursday,162000.0
6003,"Python, TensorFlow, R, Machine Learning",39,2025-03-03,Data Scientist,Zest AI,United States,2025-02-06,Senior Level,Not Specified,Hybrid,https://www.linkedin.com/jobs/view/data-scientist-at-zest-ai-4146015590?position=5&pageNum=0&refId=2%2FsOE2L8LDg7tKTSC%2B5gYw%3D%3D&trackingId=NOofyBoFINauXzPF2Oie6A%3D%3D,Utah,UT,Data Scientist,Thursday,171000.0
